Year,Company,Industry,Country,Company_Type,Employee_Size,Revenue_USD,Uses_AI,Use_Case,AI_ROI_Percent,AI_Maturity_Score
2023,SyntheticCorp_0442,Energy,UK,Synthetic,Enterprise,13166328464.91,Yes,Autonomous Driving,32.5,40
2024,SyntheticCorp_0442,Logistics,Canada,Synthetic,SME,42877037.45,Yes,Medical Imaging AI,36.34,77
2025,SyntheticCorp_0442,Healthcare,Canada,Synthetic,SME,18983014.77,Yes,Chatbots,14.21,71
2020,SyntheticCorp_0443,Technology,China,Synthetic,SME,21396700.61,Yes,Generative AI,23.2,41
2021,SyntheticCorp_0443,Finance,Brazil,Synthetic,Enterprise,10895066266.2,Yes,Demand Forecasting,29.16,70
2022,SyntheticCorp_0443,Retail,Brazil,Synthetic,Enterprise,6674461792.72,Yes,Demand Forecasting,15.29,74
2023,SyntheticCorp_0443,Healthcare,China,Synthetic,SME,7857465.51,Yes,Chatbots,27.8,80
2024,SyntheticCorp_0443,Logistics,USA,Synthetic,SME,37639566.85,No,None,0.0,22
2025,SyntheticCorp_0443,E-commerce,Germany,Synthetic,SME,9800570.08,Yes,Predictive Maintenance,19.32,70
2020,SyntheticCorp_0444,Telecom,Japan,Synthetic,SME,36997292.23,Yes,Fraud Detection,21.73,66
2021,SyntheticCorp_0444,Retail,Canada,Synthetic,Enterprise,45631333147.47,Yes,Chatbots,12.57,81
2022,SyntheticCorp_0444,E-commerce,Germany,Synthetic,SME,29709562.77,Yes,Chatbots,11.33,48
2023,SyntheticCorp_0444,Energy,India,Synthetic,Enterprise,27706774436.04,Yes,Supply Chain Optimization,29.77,63
2024,SyntheticCorp_0444,Telecom,UK,Synthetic,Enterprise,3852157501.03,No,None,0.0,1
2025,SyntheticCorp_0444,Technology,UAE,Synthetic,SME,32725733.88,No,None,0.0,12
2020,SyntheticCorp_0445,E-commerce,Canada,Synthetic,SME,25529562.93,Yes,Demand Forecasting,24.23,45
2021,SyntheticCorp_0445,Finance,UAE,Synthetic,SME,9556564.24,Yes,Supply Chain Optimization,13.01,43
2022,SyntheticCorp_0445,Finance,Japan,Synthetic,Enterprise,47302705219.79,Yes,Chatbots,12.72,71
2023,SyntheticCorp_0445,Logistics,USA,Synthetic,SME,22054281.86,Yes,Supply Chain Optimization,38.27,47
2024,SyntheticCorp_0445,Telecom,Canada,Synthetic,SME,10709520.38,Yes,Fraud Detection,38.72,44
2025,SyntheticCorp_0445,Logistics,UK,Synthetic,SME,28328530.04,Yes,Demand Forecasting,20.77,53
2020,SyntheticCorp_0446,Healthcare,India,Synthetic,SME,14911921.11,Yes,AI Trading,37.95,70
2021,SyntheticCorp_0446,Finance,Japan,Synthetic,Enterprise,20807059982.56,No,None,0.0,23
2022,SyntheticCorp_0446,Retail,Germany,Synthetic,SME,31869947.57,Yes,Medical Imaging AI,14.63,76
2023,SyntheticCorp_0446,Finance,Japan,Synthetic,SME,48318426.17,Yes,Demand Forecasting,26.55,54
2024,SyntheticCorp_0446,Retail,China,Synthetic,Enterprise,7634612469.16,Yes,Demand Forecasting,32.48,77
2025,SyntheticCorp_0446,Logistics,Canada,Synthetic,Enterprise,29427407177.34,Yes,Autonomous Driving,23.73,74
2020,SyntheticCorp_0447,Technology,UK,Synthetic,SME,17408508.83,No,None,0.0,30
2021,SyntheticCorp_0447,Energy,Germany,Synthetic,Enterprise,7668446118.18,Yes,Medical Imaging AI,31.0,59
2022,SyntheticCorp_0447,Finance,Canada,Synthetic,SME,8407366.58,Yes,Robotics,39.39,69
2023,SyntheticCorp_0447,E-commerce,UK,Synthetic,SME,1486224.99,No,None,0.0,17
2024,SyntheticCorp_0447,Energy,UK,Synthetic,Enterprise,37046264991.7,No,None,0.0,21
2025,SyntheticCorp_0447,Retail,China,Synthetic,Enterprise,26826048803.35,Yes,Demand Forecasting,32.13,56
2020,SyntheticCorp_0448,E-commerce,USA,Synthetic,Enterprise,11647397803.6,Yes,Demand Forecasting,22.6,58
2021,SyntheticCorp_0448,Technology,UAE,Synthetic,Enterprise,16139216027.94,No,None,0.0,36
2022,SyntheticCorp_0448,Manufacturing,UAE,Synthetic,SME,19139610.46,No,None,0.0,12
2023,SyntheticCorp_0448,E-commerce,Germany,Synthetic,Enterprise,16062478530.19,No,None,0.0,8
2024,SyntheticCorp_0448,Energy,Germany,Synthetic,Enterprise,49450690827.83,Yes,Recommendation Systems,21.2,68
2025,SyntheticCorp_0448,Logistics,India,Synthetic,SME,18906544.39,Yes,Generative AI,30.86,45
2020,SyntheticCorp_0449,Finance,USA,Synthetic,SME,35559731.9,Yes,AI Trading,27.6,62
2021,SyntheticCorp_0449,Healthcare,USA,Synthetic,Enterprise,2821665728.94,Yes,Demand Forecasting,39.4,69
2022,SyntheticCorp_0449,Telecom,UAE,Synthetic,Enterprise,409465071.66,Yes,Predictive Maintenance,34.38,40
2023,SyntheticCorp_0449,Technology,Japan,Synthetic,SME,40165421.52,Yes,Medical Imaging AI,33.58,72
2024,SyntheticCorp_0449,Logistics,Germany,Synthetic,Enterprise,5079233461.33,Yes,Medical Imaging AI,35.43,69
2025,SyntheticCorp_0449,Logistics,UK,Synthetic,SME,4617008.15,Yes,Customer Segmentation,22.56,60
2020,SyntheticCorp_0450,E-commerce,USA,Synthetic,Enterprise,27261614624.32,Yes,Robotics,37.33,55
2021,SyntheticCorp_0450,Manufacturing,Canada,Synthetic,SME,23551130.4,Yes,Chatbots,17.78,71
2022,SyntheticCorp_0450,Manufacturing,UAE,Synthetic,Enterprise,35382782932.77,Yes,Fraud Detection,38.19,83
2023,SyntheticCorp_0450,Telecom,Brazil,Synthetic,Enterprise,48854628158.07,Yes,Predictive Maintenance,39.33,73
2024,SyntheticCorp_0450,E-commerce,Germany,Synthetic,Enterprise,23186678387.9,No,None,0.0,38
2025,SyntheticCorp_0450,Logistics,UAE,Synthetic,Enterprise,9293792965.8,No,None,0.0,9
2020,SyntheticCorp_0451,Finance,Japan,Synthetic,SME,34472250.82,Yes,Predictive Maintenance,24.94,83
2021,SyntheticCorp_0451,Finance,Germany,Synthetic,SME,5632391.43,Yes,Autonomous Driving,17.48,44
2022,SyntheticCorp_0451,Finance,India,Synthetic,SME,2964496.27,Yes,Medical Imaging AI,15.67,83
2023,SyntheticCorp_0451,Energy,Germany,Synthetic,SME,42962638.97,Yes,Customer Segmentation,30.72,67
2024,SyntheticCorp_0451,Healthcare,Canada,Synthetic,SME,26827088.95,Yes,Generative AI,24.54,71
2025,SyntheticCorp_0451,Healthcare,Japan,Synthetic,Enterprise,32850188929.48,Yes,Predictive Maintenance,39.29,40
2020,SyntheticCorp_0452,Technology,Brazil,Synthetic,Enterprise,10053179004.26,No,None,0.0,37
2021,SyntheticCorp_0452,Technology,UK,Synthetic,Enterprise,29549230393.86,No,None,0.0,29
2022,SyntheticCorp_0452,Healthcare,India,Synthetic,SME,28444212.32,Yes,Supply Chain Optimization,14.64,71
2023,SyntheticCorp_0452,Retail,China,Synthetic,SME,9360157.84,Yes,Predictive Maintenance,20.87,78
2024,SyntheticCorp_0452,Energy,UK,Synthetic,SME,12021078.15,Yes,Recommendation Systems,17.39,41
2025,SyntheticCorp_0452,Finance,Germany,Synthetic,Enterprise,35739158724.91,Yes,Supply Chain Optimization,24.06,47
2020,SyntheticCorp_0453,Technology,USA,Synthetic,SME,33993575.66,No,None,0.0,6
2021,SyntheticCorp_0453,Retail,Germany,Synthetic,SME,43432043.1,Yes,AI Trading,36.37,54
2022,SyntheticCorp_0453,Energy,UAE,Synthetic,Enterprise,3866871284.07,Yes,Fraud Detection,13.54,57
2023,SyntheticCorp_0453,Healthcare,Germany,Synthetic,SME,48660923.71,Yes,Customer Segmentation,24.22,56
2024,SyntheticCorp_0453,Retail,Brazil,Synthetic,Enterprise,39820958598.42,Yes,Fraud Detection,13.09,56
2025,SyntheticCorp_0453,E-commerce,UAE,Synthetic,SME,3020782.05,Yes,Autonomous Driving,37.66,75
2020,SyntheticCorp_0454,Technology,China,Synthetic,Enterprise,23132979107.9,Yes,Predictive Maintenance,35.72,64
2021,SyntheticCorp_0454,E-commerce,UAE,Synthetic,Enterprise,38829238383.11,Yes,Robotics,22.72,65
2022,SyntheticCorp_0454,Technology,China,Synthetic,Enterprise,41643118681.07,Yes,Autonomous Driving,10.26,72
2023,SyntheticCorp_0454,Healthcare,Germany,Synthetic,Enterprise,37823827178.87,Yes,Autonomous Driving,32.36,48
2024,SyntheticCorp_0454,E-commerce,China,Synthetic,SME,46541484.71,Yes,Autonomous Driving,23.47,47
2025,SyntheticCorp_0454,Energy,USA,Synthetic,SME,36202643.17,Yes,Predictive Maintenance,39.94,61
2020,SyntheticCorp_0455,Energy,Canada,Synthetic,Enterprise,48769513884.25,No,None,0.0,24
2021,SyntheticCorp_0455,Healthcare,UK,Synthetic,Enterprise,14847803756.56,Yes,Supply Chain Optimization,12.45,67
2022,SyntheticCorp_0455,E-commerce,Germany,Synthetic,Enterprise,3141001956.79,Yes,Robotics,28.63,59
2023,SyntheticCorp_0455,E-commerce,Japan,Synthetic,SME,13646665.92,Yes,Generative AI,21.64,61
2024,SyntheticCorp_0455,Energy,UAE,Synthetic,Enterprise,2609736739.74,Yes,Medical Imaging AI,22.4,79
2025,SyntheticCorp_0455,Energy,Canada,Synthetic,SME,33590297.22,Yes,Predictive Maintenance,34.55,68
2020,SyntheticCorp_0456,Telecom,Japan,Synthetic,Enterprise,18679129243.99,Yes,Chatbots,19.51,43
2021,SyntheticCorp_0456,Finance,USA,Synthetic,SME,19332769.88,No,None,0.0,33
2022,SyntheticCorp_0456,Telecom,India,Synthetic,SME,7134452.65,Yes,Generative AI,28.39,56
2023,SyntheticCorp_0456,Energy,China,Synthetic,SME,35698683.11,Yes,Autonomous Driving,14.84,48
2024,SyntheticCorp_0456,Finance,Germany,Synthetic,Enterprise,21323419850.45,Yes,Robotics,19.13,62
2025,SyntheticCorp_0456,Finance,India,Synthetic,SME,26465789.53,Yes,Robotics,39.09,63
2020,SyntheticCorp_0457,Energy,China,Synthetic,Enterprise,42954334466.96,Yes,Recommendation Systems,25.21,53
2021,SyntheticCorp_0457,Logistics,Canada,Synthetic,SME,1625743.62,Yes,Medical Imaging AI,16.73,83
2022,SyntheticCorp_0457,E-commerce,Germany,Synthetic,Enterprise,36717191332.17,Yes,Medical Imaging AI,34.65,57
2023,SyntheticCorp_0457,Manufacturing,Japan,Synthetic,SME,49217379.03,No,None,0.0,6
2024,SyntheticCorp_0457,Logistics,Canada,Synthetic,Enterprise,7767451793.93,Yes,Medical Imaging AI,11.05,58
2025,SyntheticCorp_0457,E-commerce,Germany,Synthetic,Enterprise,13021791867.45,No,None,0.0,34
2020,SyntheticCorp_0458,Technology,Germany,Synthetic,SME,36741006.56,Yes,Autonomous Driving,23.79,44
2021,SyntheticCorp_0458,Manufacturing,Canada,Synthetic,SME,19158561.94,No,None,0.0,16
2022,SyntheticCorp_0458,E-commerce,Germany,Synthetic,Enterprise,44775317489.28,Yes,AI Trading,10.98,48
2023,SyntheticCorp_0458,Retail,USA,Synthetic,SME,14072259.59,Yes,Customer Segmentation,26.11,76
2024,SyntheticCorp_0458,Finance,Canada,Synthetic,SME,23498007.7,Yes,Generative AI,30.63,63
2025,SyntheticCorp_0458,Technology,Brazil,Synthetic,SME,9309906.33,Yes,Robotics,29.63,55
2020,SyntheticCorp_0459,Telecom,USA,Synthetic,Enterprise,9163885752.11,Yes,Customer Segmentation,36.63,48
2021,SyntheticCorp_0459,Logistics,China,Synthetic,SME,21323748.97,Yes,AI Trading,10.71,50
2022,SyntheticCorp_0459,Telecom,Canada,Synthetic,SME,24475895.61,Yes,Generative AI,30.38,56
2023,SyntheticCorp_0459,Finance,USA,Synthetic,SME,33050361.74,Yes,Demand Forecasting,12.32,47
2024,SyntheticCorp_0459,Healthcare,Japan,Synthetic,Enterprise,2131965906.0,No,None,0.0,10
2025,SyntheticCorp_0459,Logistics,Canada,Synthetic,Enterprise,29508127979.34,Yes,Customer Segmentation,24.91,75
2020,SyntheticCorp_0460,Retail,Canada,Synthetic,Enterprise,31882934530.66,Yes,Fraud Detection,21.43,82
2021,SyntheticCorp_0460,Technology,Germany,Synthetic,Enterprise,28681423818.7,Yes,AI Trading,13.27,68
2022,SyntheticCorp_0460,Manufacturing,UK,Synthetic,Enterprise,13576822876.87,Yes,Fraud Detection,28.0,65
2023,SyntheticCorp_0460,Energy,Brazil,Synthetic,Enterprise,45658283865.42,Yes,Medical Imaging AI,34.28,41
2024,SyntheticCorp_0460,Logistics,Canada,Synthetic,Enterprise,13452504155.05,Yes,Recommendation Systems,19.24,55
2025,SyntheticCorp_0460,E-commerce,UK,Synthetic,SME,38339528.38,Yes,Autonomous Driving,24.23,47
2020,SyntheticCorp_0461,Retail,Germany,Synthetic,SME,13037385.07,Yes,AI Trading,32.22,41
2021,SyntheticCorp_0461,Manufacturing,UAE,Synthetic,SME,37112627.82,Yes,Medical Imaging AI,19.85,58
2022,SyntheticCorp_0461,Logistics,Canada,Synthetic,Enterprise,47750093908.16,Yes,Recommendation Systems,27.42,82
2023,SyntheticCorp_0461,Healthcare,Japan,Synthetic,SME,45423319.75,Yes,Recommendation Systems,14.46,50
2024,SyntheticCorp_0461,Finance,Japan,Synthetic,SME,11498630.81,Yes,Recommendation Systems,33.89,67
2025,SyntheticCorp_0461,Technology,USA,Synthetic,Enterprise,48323503642.03,Yes,Robotics,11.59,81
2020,SyntheticCorp_0462,Finance,UAE,Synthetic,Enterprise,41898676759.9,Yes,Chatbots,14.86,48
2021,SyntheticCorp_0462,Telecom,UAE,Synthetic,Enterprise,43760083351.91,Yes,Supply Chain Optimization,27.76,49
2022,SyntheticCorp_0462,Retail,UK,Synthetic,Enterprise,49810737174.04,Yes,Demand Forecasting,25.14,81
2023,SyntheticCorp_0462,Healthcare,UAE,Synthetic,SME,30187485.54,Yes,Predictive Maintenance,28.14,49
2024,SyntheticCorp_0462,Healthcare,Japan,Synthetic,Enterprise,39266329484.9,Yes,Recommendation Systems,37.38,50
2025,SyntheticCorp_0462,E-commerce,India,Synthetic,SME,12144345.89,Yes,Predictive Maintenance,34.29,83
2020,SyntheticCorp_0463,Telecom,India,Synthetic,Enterprise,39370524881.24,Yes,AI Trading,23.09,82
2021,SyntheticCorp_0463,Healthcare,USA,Synthetic,SME,6542872.52,Yes,Fraud Detection,11.19,76
2022,SyntheticCorp_0463,E-commerce,Germany,Synthetic,Enterprise,43819673156.1,Yes,Supply Chain Optimization,10.51,71
2023,SyntheticCorp_0463,Healthcare,Brazil,Synthetic,Enterprise,23124163731.75,Yes,Medical Imaging AI,27.15,70
2024,SyntheticCorp_0463,Retail,USA,Synthetic,SME,24390540.78,Yes,Recommendation Systems,29.28,65
2025,SyntheticCorp_0463,Energy,Germany,Synthetic,Enterprise,19994091639.31,Yes,Demand Forecasting,10.65,49
2020,SyntheticCorp_0464,Manufacturing,Germany,Synthetic,SME,30897816.46,Yes,AI Trading,31.57,69
2021,SyntheticCorp_0464,Finance,China,Synthetic,SME,2653766.35,Yes,Chatbots,28.24,64
2022,SyntheticCorp_0464,Energy,UAE,Synthetic,SME,21413738.87,Yes,Demand Forecasting,11.98,67
2023,SyntheticCorp_0464,Healthcare,UAE,Synthetic,SME,2979840.46,Yes,Chatbots,12.83,47
2024,SyntheticCorp_0464,Technology,Brazil,Synthetic,Enterprise,19088754218.72,Yes,Predictive Maintenance,16.26,56
2025,SyntheticCorp_0464,Telecom,Brazil,Synthetic,SME,43629241.33,Yes,Recommendation Systems,17.18,69
2020,SyntheticCorp_0465,Retail,India,Synthetic,Enterprise,19990254337.93,No,None,0.0,0
2021,SyntheticCorp_0465,Retail,Brazil,Synthetic,Enterprise,31914764668.11,Yes,Fraud Detection,15.43,47
2022,SyntheticCorp_0465,Technology,Brazil,Synthetic,SME,25951570.88,Yes,Autonomous Driving,14.05,80
2023,SyntheticCorp_0465,Healthcare,Japan,Synthetic,Enterprise,28777240372.57,Yes,Predictive Maintenance,34.83,62
2024,SyntheticCorp_0465,Manufacturing,Japan,Synthetic,SME,37736509.05,Yes,Medical Imaging AI,38.77,58
2025,SyntheticCorp_0465,Technology,Germany,Synthetic,SME,16130693.84,Yes,AI Trading,33.22,63
2020,SyntheticCorp_0466,Energy,UAE,Synthetic,Enterprise,28019983533.86,Yes,Supply Chain Optimization,24.41,77
2021,SyntheticCorp_0466,Technology,Germany,Synthetic,Enterprise,14840537600.72,Yes,Fraud Detection,31.25,63
2022,SyntheticCorp_0466,Energy,China,Synthetic,Enterprise,28333916430.38,No,None,0.0,38
2023,SyntheticCorp_0466,Logistics,Brazil,Synthetic,SME,28754492.69,Yes,Predictive Maintenance,27.9,61
2024,SyntheticCorp_0466,Energy,Brazil,Synthetic,SME,32045923.41,Yes,Medical Imaging AI,21.51,56
2025,SyntheticCorp_0466,E-commerce,UK,Synthetic,SME,13026341.68,No,None,0.0,28
2020,SyntheticCorp_0467,Manufacturing,Germany,Synthetic,Enterprise,48732814878.9,No,None,0.0,0
2021,SyntheticCorp_0467,Healthcare,Canada,Synthetic,SME,20760518.81,Yes,Supply Chain Optimization,31.64,40
2022,SyntheticCorp_0467,Logistics,USA,Synthetic,Enterprise,4201928860.4,No,None,0.0,9
2023,SyntheticCorp_0467,Manufacturing,USA,Synthetic,SME,20464807.86,Yes,Robotics,16.09,48
2024,SyntheticCorp_0467,Finance,Canada,Synthetic,SME,19221986.41,Yes,Generative AI,39.59,59
2025,SyntheticCorp_0467,Finance,Canada,Synthetic,SME,17591209.5,Yes,Customer Segmentation,13.65,57
2020,SyntheticCorp_0468,Energy,Japan,Synthetic,Enterprise,38360992186.46,Yes,Customer Segmentation,10.97,70
2021,SyntheticCorp_0468,Manufacturing,UK,Synthetic,Enterprise,12415058599.57,No,None,0.0,37
2022,SyntheticCorp_0468,Manufacturing,USA,Synthetic,SME,17841934.26,Yes,Predictive Maintenance,28.26,81
2023,SyntheticCorp_0468,Logistics,Germany,Synthetic,Enterprise,10068790048.03,No,None,0.0,38
2024,SyntheticCorp_0468,E-commerce,China,Synthetic,SME,18659351.17,Yes,Demand Forecasting,29.85,77
2025,SyntheticCorp_0468,Finance,Germany,Synthetic,SME,16905078.63,Yes,Recommendation Systems,33.55,65
2020,SyntheticCorp_0469,Manufacturing,Brazil,Synthetic,SME,9438712.16,Yes,Predictive Maintenance,19.32,78
2021,SyntheticCorp_0469,Finance,Germany,Synthetic,Enterprise,33252453540.6,Yes,Recommendation Systems,38.47,69
2022,SyntheticCorp_0469,E-commerce,India,Synthetic,Enterprise,11472608092.93,Yes,Fraud Detection,35.36,75
2023,SyntheticCorp_0469,Healthcare,Japan,Synthetic,Enterprise,33518325584.95,Yes,Robotics,24.97,46
2024,SyntheticCorp_0469,Retail,UK,Synthetic,SME,48210592.6,No,None,0.0,26
2025,SyntheticCorp_0469,Healthcare,UK,Synthetic,Enterprise,29629469977.02,Yes,Fraud Detection,34.44,69
2020,SyntheticCorp_0470,Energy,Canada,Synthetic,SME,39613371.9,Yes,Chatbots,37.12,43
2021,SyntheticCorp_0470,Finance,India,Synthetic,Enterprise,46821138845.51,Yes,Fraud Detection,39.06,69
2022,SyntheticCorp_0470,Technology,India,Synthetic,SME,5222941.98,Yes,Generative AI,13.79,82
2023,SyntheticCorp_0470,Finance,Japan,Synthetic,SME,19598796.76,Yes,Customer Segmentation,20.51,51
2024,SyntheticCorp_0470,Energy,Germany,Synthetic,Enterprise,1202539585.66,No,None,0.0,7
2025,SyntheticCorp_0470,Technology,Canada,Synthetic,SME,5806187.74,Yes,Recommendation Systems,18.51,59
2020,SyntheticCorp_0471,Retail,UK,Synthetic,Enterprise,32774028351.81,Yes,Fraud Detection,35.86,83
2021,SyntheticCorp_0471,Manufacturing,UAE,Synthetic,Enterprise,32754779867.91,Yes,Generative AI,36.98,47
2022,SyntheticCorp_0471,E-commerce,Brazil,Synthetic,Enterprise,49832891014.43,Yes,Robotics,18.07,79
2023,SyntheticCorp_0471,Telecom,India,Synthetic,Enterprise,319169189.52,Yes,Chatbots,17.31,40
2024,SyntheticCorp_0471,Energy,UAE,Synthetic,SME,10861273.52,No,None,0.0,15
2025,SyntheticCorp_0471,Retail,China,Synthetic,Enterprise,24901466022.48,Yes,Customer Segmentation,11.38,66
2020,SyntheticCorp_0472,E-commerce,Germany,Synthetic,SME,45306771.57,No,None,0.0,15
2021,SyntheticCorp_0472,Finance,Germany,Synthetic,Enterprise,4984294703.53,Yes,Demand Forecasting,39.21,65
2022,SyntheticCorp_0472,Manufacturing,UAE,Synthetic,SME,2778790.14,Yes,Predictive Maintenance,31.95,46
2023,SyntheticCorp_0472,Technology,India,Synthetic,Enterprise,29696543289.06,Yes,Fraud Detection,23.19,43
2024,SyntheticCorp_0472,Manufacturing,USA,Synthetic,Enterprise,25414882738.96,Yes,Supply Chain Optimization,32.39,83
2025,SyntheticCorp_0472,Energy,USA,Synthetic,Enterprise,37616234099.52,Yes,Generative AI,17.6,77
2020,SyntheticCorp_0473,E-commerce,UK,Synthetic,SME,16270590.74,Yes,Recommendation Systems,15.71,45
2021,SyntheticCorp_0473,Retail,UK,Synthetic,Enterprise,2539164614.42,Yes,Robotics,33.19,81
2022,SyntheticCorp_0473,Manufacturing,Brazil,Synthetic,SME,37640571.78,Yes,Generative AI,20.44,71
2023,SyntheticCorp_0473,Finance,Japan,Synthetic,Enterprise,11446612464.42,Yes,Supply Chain Optimization,37.51,42
2024,SyntheticCorp_0473,Logistics,China,Synthetic,Enterprise,41321582455.31,Yes,Fraud Detection,36.42,75
2025,SyntheticCorp_0473,Healthcare,Canada,Synthetic,Enterprise,23219552851.42,Yes,Supply Chain Optimization,35.15,40
2020,SyntheticCorp_0474,Logistics,UAE,Synthetic,Enterprise,32235480370.33,No,None,0.0,5
2021,SyntheticCorp_0474,Finance,India,Synthetic,Enterprise,8129205498.33,Yes,AI Trading,34.19,53
2022,SyntheticCorp_0474,Telecom,USA,Synthetic,SME,23845959.29,Yes,Robotics,33.29,71
2023,SyntheticCorp_0474,Telecom,Canada,Synthetic,SME,49262578.76,Yes,Generative AI,25.0,56
2024,SyntheticCorp_0474,Healthcare,India,Synthetic,SME,34814038.1,No,None,0.0,7
2025,SyntheticCorp_0474,Logistics,China,Synthetic,Enterprise,17996104910.25,Yes,Medical Imaging AI,25.63,45
2020,SyntheticCorp_0475,Telecom,USA,Synthetic,Enterprise,13544397364.37,Yes,Autonomous Driving,18.32,67
2021,SyntheticCorp_0475,Retail,UAE,Synthetic,Enterprise,42276552689.52,Yes,Fraud Detection,34.4,72
2022,SyntheticCorp_0475,Logistics,China,Synthetic,SME,6492440.38,Yes,Medical Imaging AI,29.63,71
2023,SyntheticCorp_0475,Manufacturing,UK,Synthetic,SME,13561982.3,Yes,Generative AI,21.97,61
2024,SyntheticCorp_0475,Finance,UK,Synthetic,SME,26739381.13,Yes,Supply Chain Optimization,14.25,44
2025,SyntheticCorp_0475,Retail,Canada,Synthetic,SME,2300556.29,Yes,AI Trading,12.54,69
2020,SyntheticCorp_0476,Energy,Canada,Synthetic,Enterprise,110689383.78,Yes,Autonomous Driving,36.21,65
2021,SyntheticCorp_0476,E-commerce,UAE,Synthetic,Enterprise,49595602931.78,Yes,Fraud Detection,32.49,74
2022,SyntheticCorp_0476,Healthcare,India,Synthetic,Enterprise,44457286341.53,Yes,Supply Chain Optimization,29.63,43
2023,SyntheticCorp_0476,E-commerce,Canada,Synthetic,Enterprise,35549944794.7,Yes,Medical Imaging AI,20.9,48
2024,SyntheticCorp_0476,Energy,Japan,Synthetic,SME,1525998.69,Yes,Medical Imaging AI,26.17,71
2025,SyntheticCorp_0476,Retail,UK,Synthetic,Enterprise,23472807607.9,Yes,Customer Segmentation,10.17,55
2020,SyntheticCorp_0477,Technology,China,Synthetic,Enterprise,41918480919.67,No,None,0.0,34
2021,SyntheticCorp_0477,Energy,Japan,Synthetic,SME,9252655.96,Yes,Fraud Detection,21.41,75
2022,SyntheticCorp_0477,Technology,Canada,Synthetic,Enterprise,33713729566.01,Yes,Fraud Detection,25.38,62
2023,SyntheticCorp_0477,Healthcare,Canada,Synthetic,Enterprise,18188672523.71,No,None,0.0,37
2024,SyntheticCorp_0477,Logistics,Japan,Synthetic,SME,10041428.21,Yes,Predictive Maintenance,16.94,82
2025,SyntheticCorp_0477,Energy,Germany,Synthetic,Enterprise,44659614375.18,Yes,Predictive Maintenance,37.4,49
